season_key,base_year,split_type,team,player_id,player_name_ja,player_name_en,G,PA,AB,H,1B,2B,3B,HR,TB,R,RBI,BB,SO,HBP,SH,SF,SB,CS,GDP,AVG,OBP,SLG,OPS,打率,安打,本塁打,打点,試合,打席,打数,単打,二塁打,三塁打,得点,出塁率,長打率,四球,敬遠,死球,三振,塁打,盗塁,盗塁死,犠打,犠飛,併殺打,IsoP,IsoD,BB%,K%,BB/K,RC,XR,BABIP,SecA,TA,NOI,GPA
1936S,1936,spring,名古屋,91293872,鈴木　実1936年 公式戦初出場,,10,31,17,1,1,0,0,0,1,2,1,14,3,0,0,0.0,1,,,0.059,0.484,0.059,0.5429999999999999,0.059,1,0,1,10,31,17,1,0,0,2,0.484,0.059,14,,0,,1,1,,0,0.0,,0.0,0.425,45.16129032258064,9.67741935483871,4.666666666666667,0.4838709677419355,3.7319999999999998,0.07142857142857142,0.8823529411764706,1.0,503.6666666666667,0.23254999999999998
1936S,1936,spring,名古屋,81283872,高橋　吉雄1936年 公式戦初出場,,16,73,58,18,9,5,1,3,34,16,11,13,7,2,0,0.0,2,,,0.31,0.452,0.586,1.038,0.31,18,3,11,16,73,58,9,5,1,16,0.452,0.586,13,,2,,34,2,,0,0.0,,0.27599999999999997,0.14200000000000002,17.80821917808219,9.58904109589041,1.8571428571428572,14.845070422535212,14.85,0.3125,0.5344827586206896,1.275,647.3333333333334,0.3499
1936S,1936,spring,名古屋,31633872,中根　之1936年 公式戦初出場,,12,45,38,8,6,2,0,0,10,4,4,5,4,0,2,0.0,3,,,0.211,0.302,0.263,0.565,0.211,8,0,4,12,45,38,6,2,0,4,0.302,0.263,5,,0,,10,3,,2,0.0,,0.05200000000000002,0.091,11.11111111111111,8.88888888888889,1.25,3.0232558139534884,3.69,0.23529411764705882,0.2631578947368421,0.6,389.6666666666667,0.20165
1936S,1936,spring,名古屋,81683872,丹羽　淑雄1936年 公式戦初出場,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,0.0,,0,0,0,1,0,0,0,0,0,0,,,0,,0,,0,0,,0,0.0,,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0
1936S,1936,spring,名古屋,31833872,ノース1936年 公式戦初出場,,12,27,27,4,3,0,1,0,6,4,1,0,6,0,0,0.0,0,,,0.148,0.148,0.222,0.37,0.148,4,0,1,12,27,27,3,0,1,4,0.148,0.222,0,,0,,6,0,,0,0.0,,0.07400000000000001,0.0,0.0,22.22222222222222,0.0,0.8888888888888888,0.28600000000000003,0.19047619047619047,0.07407407407407407,0.2608695652173913,221.99999999999997,0.12209999999999999
1936S,1936,spring,名古屋,71873872,野村　実1936年 公式戦初出場,,16,75,71,13,12,1,0,0,14,6,7,3,4,0,1,0.0,1,,,0.183,0.216,0.197,0.41300000000000003,0.183,13,0,7,16,75,71,12,1,0,6,0.216,0.197,3,,0,,14,1,,1,0.0,,0.014000000000000012,0.033,4.0,5.333333333333334,0.75,3.027027027027027,2.2059999999999995,0.19402985074626866,0.07042253521126761,0.3103448275862069,281.6666666666667,0.14645
1936S,1936,spring,名古屋,01803872,ハリス1936年 公式戦初出場,,15,72,69,24,20,2,1,1,31,12,11,2,5,1,0,0.0,5,,,0.348,0.375,0.449,0.8240000000000001,0.348,24,1,11,15,72,69,20,2,1,12,0.375,0.449,2,,1,,31,5,,0,0.0,,0.10100000000000003,0.027000000000000024,2.7777777777777777,6.944444444444445,0.4,11.352112676056338,11.4,0.36507936507936506,0.2028985507246377,0.8666666666666667,524.6666666666666,0.281
1936S,1936,spring,名古屋,61863872,服部　一男1936年 公式戦初出場,,3,5,5,1,1,0,0,0,1,1,0,0,2,0,0,0.0,0,,,0.2,0.2,0.2,0.4,0.2,1,0,0,3,5,5,1,0,0,1,0.2,0.2,0,,0,,1,0,,0,0.0,,0.0,0.0,0.0,40.0,0.0,0.2,0.10799999999999998,0.3333333333333333,0.0,0.25,266.6666666666667,0.14
1936S,1936,spring,名古屋,53353872,前田　喜代士1936年 公式戦初出場,,16,70,67,19,13,3,1,2,30,9,12,3,7,0,0,0.0,1,,,0.284,0.314,0.448,0.762,0.284,19,2,12,16,70,67,13,3,1,9,0.314,0.448,3,,0,,30,1,,0,0.0,,0.16400000000000003,0.030000000000000027,4.285714285714286,10.0,0.42857142857142855,9.428571428571429,9.045999999999998,0.29310344827586204,0.22388059701492538,0.7083333333333334,463.33333333333337,0.2533
1936S,1936,spring,名古屋,73373872,牧野　潔1936年 公式戦初出場,,9,16,10,2,1,1,0,0,3,1,3,6,2,0,0,0.0,0,,,0.2,0.5,0.3,0.8,0.2,2,0,3,9,16,10,1,1,0,1,0.5,0.3,6,,0,,3,0,,0,0.0,,0.09999999999999998,0.3,37.5,12.5,3.0,1.5,2.4160000000000004,0.25,0.7,1.125,600.0,0.3
1936S,1936,spring,名古屋,93393872,桝　嘉一1936年 公式戦初出場,,14,66,57,12,9,2,0,1,17,6,6,9,6,0,0,0.0,3,,,0.211,0.318,0.298,0.616,0.211,12,1,6,14,66,57,9,2,0,6,0.318,0.298,9,,0,,17,3,,0,0.0,,0.087,0.10700000000000001,13.636363636363635,9.090909090909092,1.5,5.409090909090909,6.48,0.22,0.2982456140350877,0.6444444444444445,417.3333333333333,0.21760000000000002
1936S,1936,spring,名古屋,03303872,松浦　一義1936年 公式戦初出場,,6,24,21,9,7,1,0,1,13,7,4,0,4,0,3,0.0,1,,,0.429,0.429,0.619,1.048,0.429,9,1,4,6,24,21,7,1,0,7,0.429,0.619,0,,0,,13,1,,3,0.0,,0.19,0.0,0.0,16.666666666666664,0.0,5.571428571428571,4.664,0.5,0.23809523809523808,1.1666666666666667,635.3333333333333,0.3478
1936S,1936,spring,阪　急,51353872,石田　光彦1936年 公式戦初出場,,8,20,20,4,3,0,1,0,6,2,1,0,5,0,0,0.0,1,,,0.2,0.2,0.3,0.5,0.2,4,0,1,8,20,20,3,0,1,2,0.2,0.3,0,,0,,6,1,,0,0.0,,0.09999999999999998,0.0,0.0,25.0,0.0,1.2,1.1520000000000001,0.26666666666666666,0.15,0.4375,300.0,0.165
1936S,1936,spring,阪　急,21323872,宇野　錦次1936年 公式戦初出場,,18,85,73,21,15,6,0,0,27,9,16,12,10,0,0,0.0,2,,,0.288,0.388,0.37,0.758,0.288,21,0,16,18,85,73,15,6,0,9,0.388,0.37,12,,0,,27,2,,0,0.0,,0.08200000000000002,0.10000000000000003,14.117647058823529,11.76470588235294,1.2,10.48235294117647,11.044,0.3333333333333333,0.273972602739726,0.7884615384615384,511.3333333333333,0.2671
1936S,1936,spring,阪　急,71773872,川村　徳久1936年 公式戦初出場,,18,71,57,12,11,1,0,0,13,10,6,12,8,0,2,0.0,3,,,0.211,0.348,0.228,0.576,0.211,12,0,6,18,71,57,11,1,0,10,0.348,0.228,12,,0,,13,3,,2,0.0,,0.017000000000000015,0.13699999999999998,16.901408450704224,11.267605633802818,1.5,4.521739130434782,6.309999999999999,0.24489795918367346,0.2807017543859649,0.6222222222222222,424.0,0.21359999999999998
1936S,1936,spring,阪　急,61763872,北井　正雄1936年 公式戦初出場,,12,36,30,10,6,4,0,0,14,1,4,5,4,0,1,0.0,1,,,0.333,0.429,0.467,0.896,0.333,10,0,4,12,36,30,6,4,0,1,0.429,0.467,5,,0,,14,1,,1,0.0,,0.134,0.09599999999999997,13.88888888888889,11.11111111111111,1.25,6.0,5.75,0.38461538461538464,0.3333333333333333,1.0,584.6666666666666,0.3098
1936S,1936,spring,阪　急,31933872,倉本　信護1936年 公式戦初出場,,16,67,56,10,7,1,0,2,17,8,5,10,9,0,1,0.0,1,,,0.179,0.303,0.304,0.607,0.179,10,2,5,16,67,56,7,1,0,8,0.303,0.304,10,,0,,17,1,,1,0.0,,0.125,0.124,14.925373134328357,13.432835820895523,1.1111111111111112,5.151515151515151,6.072,0.17777777777777778,0.32142857142857145,0.6086956521739131,404.3333333333333,0.21234999999999998
1936S,1936,spring,金　鯱,71973872,黒田　健吾1936年 公式戦初出場,,12,59,52,13,12,1,0,0,14,6,6,7,2,0,0,0.0,4,,,0.25,0.339,0.269,0.6080000000000001,0.25,13,0,6,12,59,52,12,1,0,6,0.339,0.269,7,,0,,14,4,,0,0.0,,0.019000000000000017,0.08900000000000002,11.864406779661017,3.389830508474576,3.5,4.745762711864407,5.928,0.26,0.23076923076923078,0.6410256410256411,428.6666666666667,0.21980000000000002
1936S,1936,spring,阪　急,31433872,竹田　助一1936年 公式戦初出場,,6,6,5,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0,,,0.2,0.2,0.2,0.4,0.2,1,0,0,6,6,5,1,0,0,1,0.2,0.2,0,,0,,1,0,,1,0.0,,0.0,0.0,0.0,0.0,nan,0.2,0.10799999999999998,0.2,0.0,0.25,266.6666666666667,0.14
1936S,1936,spring,阪　急,51653872,中村　一雄1936年 公式戦初出場,,10,50,38,10,10,0,0,0,10,9,1,11,6,0,1,0.0,5,,,0.263,0.429,0.263,0.692,0.263,10,0,1,10,50,38,10,0,0,9,0.429,0.263,11,,0,,10,5,,1,0.0,,0.0,0.16599999999999998,22.0,12.0,1.8333333333333333,4.285714285714286,6.786000000000001,0.3125,0.42105263157894735,0.9285714285714286,516.6666666666666,0.25880000000000003
1936S,1936,spring,阪　急,11813872,西村　正夫1936年 公式戦初出場,,15,78,62,24,20,2,2,0,30,15,7,16,4,0,0,0.0,5,,,0.387,0.513,0.484,0.997,0.387,24,0,7,15,78,62,20,2,2,15,0.513,0.484,16,,0,,30,5,,0,0.0,,0.09699999999999998,0.126,20.51282051282051,5.128205128205128,4.0,15.384615384615385,15.975999999999999,0.41379310344827586,0.43548387096774194,1.3421052631578947,674.3333333333334,0.35185
1936S,1936,spring,阪　急,33133872,日高　得之1936年 公式戦初出場,,7,13,12,0,0,0,0,0,0,0,0,1,2,0,0,0.0,0,,,0.0,0.077,0.0,0.077,0.0,0,0,0,7,13,12,0,0,0,0,0.077,0.0,1,,0,,0,0,,0,0.0,,0.0,0.077,7.6923076923076925,15.384615384615385,0.5,0.0,-0.8460000000000001,0.0,0.08333333333333333,0.08333333333333333,77.0,0.03465
1936S,1936,spring,阪　急,13313872,堀尾　文人1936年 公式戦初出場,,9,43,37,4,2,1,0,1,8,8,6,4,7,2,0,0.0,2,,,0.108,0.233,0.216,0.449,0.108,4,1,6,9,43,37,2,1,0,8,0.233,0.216,4,,2,,8,2,,0,0.0,,0.108,0.125,9.30232558139535,16.27906976744186,0.5714285714285714,1.5609756097560976,2.266000000000001,0.10344827586206896,0.2702702702702703,0.48484848484848486,305.0,0.15885000000000002
1936S,1936,spring,阪　急,63363872,松本　光三郎1936年 公式戦初出場,,5,15,12,1,1,0,0,0,1,2,2,2,3,0,1,0.0,0,,,0.083,0.214,0.083,0.297,0.083,1,0,2,5,15,12,1,0,0,2,0.214,0.083,2,,0,,1,0,,1,0.0,,0.0,0.131,13.333333333333334,20.0,0.6666666666666666,0.21428571428571427,0.08200000000000007,0.1111111111111111,0.16666666666666666,0.2727272727272727,241.66666666666666,0.11705
1936S,1936,spring,阪　急,83383872,丸尾　千年次1936年 公式戦初出場,,11,34,30,8,5,3,0,0,11,2,7,4,3,0,0,0.0,0,,,0.267,0.353,0.367,0.72,0.267,8,0,7,11,34,30,5,3,0,2,0.353,0.367,4,,0,,11,0,,0,0.0,,0.09999999999999998,0.08599999999999997,11.76470588235294,8.823529411764707,1.3333333333333333,3.8823529411764706,3.8240000000000003,0.2962962962962963,0.23333333333333334,0.6818181818181818,475.3333333333333,0.2506
1936S,1936,spring,阪　急,03503872,宮武　三郎1936年 公式戦初出場,,18,85,78,27,21,5,0,1,35,13,14,5,4,0,1,0.0,3,,,0.346,0.386,0.449,0.835,0.346,27,1,14,18,85,78,21,5,0,13,0.386,0.449,5,,0,,35,3,,1,0.0,,0.10300000000000004,0.040000000000000036,5.88235294117647,4.705882352941177,1.25,13.493975903614459,12.731999999999996,0.3561643835616438,0.20512820512820512,0.8431372549019608,535.6666666666667,0.28595000000000004
1936S,1936,spring,阪　急,91193872,山田　勝三郎1936年 公式戦初出場,,10,18,15,1,1,0,0,0,1,2,2,3,0,0,0,0.0,0,,,0.067,0.222,0.067,0.28900000000000003,0.067,1,0,2,10,18,15,1,0,0,2,0.222,0.067,3,,0,,1,0,,0,0.0,,0.0,0.155,16.666666666666664,0.0,nan,0.2222222222222222,0.11799999999999988,0.06666666666666667,0.2,0.2857142857142857,244.33333333333334,0.11665
1936S,1936,spring,阪　急,93793872,山下　好一1936年 公式戦初出場,,13,62,52,17,13,3,1,0,22,8,15,8,7,0,2,0.0,3,,,0.327,0.417,0.423,0.84,0.327,17,0,15,13,62,52,13,3,1,8,0.417,0.423,8,,0,,22,3,,2,0.0,,0.09599999999999997,0.08999999999999997,12.903225806451612,11.29032258064516,1.1428571428571428,9.166666666666666,9.45,0.37777777777777777,0.3076923076923077,0.9428571428571428,557.9999999999999,0.2934
1936S,1936,spring,阪　急,03703872,山下　実1936年 公式戦初出場,,18,85,69,27,19,3,1,4,44,16,13,15,5,1,0,0.0,2,,,0.391,0.506,0.638,1.1440000000000001,0.391,27,4,13,18,85,69,19,3,1,16,0.506,0.638,15,,1,,44,2,,0,0.0,,0.247,0.11499999999999999,17.647058823529413,5.88235294117647,3.0,22.0,19.984,0.38333333333333336,0.4927536231884058,1.4761904761904763,718.6666666666666,0.3872
1936S,1936,spring,阪　急,33933872,渡辺　敏夫1936年 公式戦初出場,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2,2,0,0,0,0,0.0,0.0,0,,0,,0,0,,0,0.0,,0.0,0.0,0.0,0.0,nan,0.0,-0.196,0.0,0.0,0.0,0.0,0.0
1936S,1936,spring,大東京,41143872,伊藤　勝三1936年 公式戦初出場,,5,14,13,4,4,0,0,0,4,3,3,1,1,0,0,0.0,1,,,0.308,0.357,0.308,0.665,0.308,4,0,3,5,14,13,4,0,0,3,0.357,0.308,1,,0,,4,1,,0,0.0,,0.0,0.04899999999999999,7.142857142857142,7.142857142857142,1.0,1.4285714285714286,1.6280000000000001,0.3333333333333333,0.15384615384615385,0.6666666666666666,459.6666666666667,0.23764999999999997
1936S,1936,spring,大東京,31333872,池田　潤三1936年 公式戦初出場,,14,64,49,10,9,1,0,0,11,3,4,14,12,1,0,0.0,2,,,0.204,0.391,0.224,0.615,0.204,10,0,4,14,64,49,9,1,0,3,0.391,0.224,14,,1,,11,2,,0,0.0,,0.020000000000000018,0.18700000000000003,21.875,18.75,1.1666666666666667,4.190476190476191,6.707999999999999,0.2702702702702703,0.3469387755102041,0.717948717948718,465.6666666666667,0.23195000000000002
1936S,1936,spring,大東京,61363872,漆原　進1936年 公式戦初出場,,14,54,49,10,10,0,0,0,10,5,1,4,7,0,1,0.0,0,,,0.204,0.264,0.204,0.46799999999999997,0.204,10,0,1,14,54,49,10,0,0,5,0.264,0.204,4,,0,,10,0,,1,0.0,,0.0,0.060000000000000026,7.4074074074074066,12.962962962962962,0.5714285714285714,2.641509433962264,2.498,0.23809523809523808,0.08163265306122448,0.358974358974359,332.0,0.1698
1936S,1936,spring,大東京,11513872,遠藤　忠二郎1936年 公式戦初出場,,7,27,24,5,4,1,0,0,6,2,3,3,9,0,0,0.0,1,,,0.208,0.296,0.25,0.546,0.208,5,0,3,7,27,24,4,1,0,2,0.296,0.25,3,,0,,6,1,,0,0.0,,0.04200000000000001,0.088,11.11111111111111,33.33333333333333,0.3333333333333333,1.7777777777777777,2.028,0.3333333333333333,0.20833333333333334,0.5263157894736842,379.3333333333333,0.19569999999999999
1936S,1936,spring,大東京,51553872,大友　一明1936年 公式戦初出場,,13,61,50,6,2,4,0,0,10,6,3,11,9,0,0,0.0,1,,,0.12,0.279,0.2,0.47900000000000004,0.12,6,0,3,13,61,50,2,4,0,6,0.279,0.2,11,,0,,10,1,,0,0.0,,0.08000000000000002,0.15900000000000003,18.0327868852459,14.754098360655737,1.2222222222222223,2.7868852459016393,3.3779999999999992,0.14634146341463414,0.32,0.5,345.6666666666667,0.17555000000000004
1936S,1936,spring,大東京,81583872,片山　栄次1936年 公式戦初出場,,9,35,28,7,7,0,0,0,7,4,3,6,6,0,1,0.0,0,,,0.25,0.382,0.25,0.632,0.25,7,0,3,9,35,28,7,0,0,4,0.382,0.25,6,,0,,7,0,,1,0.0,,0.0,0.132,17.142857142857142,17.142857142857142,1.0,2.676470588235294,3.422,0.3181818181818182,0.21428571428571427,0.6190476190476191,465.3333333333333,0.2344
1936S,1936,spring,大東京,01703872,木全　竹雄1936年 公式戦初出場,,13,60,51,11,11,0,0,0,11,5,6,6,6,1,2,0.0,1,,,0.216,0.31,0.216,0.526,0.216,11,0,6,13,60,51,11,0,0,5,0.31,0.216,6,,1,,11,1,,2,0.0,,0.0,0.094,10.0,10.0,1.0,3.280701754385965,4.07,0.24444444444444444,0.13725490196078433,0.475,382.0,0.1935
1936S,1936,spring,大東京,21723872,鬼頭　数雄1936年 公式戦初出場,,14,67,60,13,9,4,0,0,17,7,5,6,4,1,0,0.0,3,,,0.217,0.299,0.283,0.582,0.217,13,0,5,14,67,60,9,4,0,7,0.299,0.283,6,,1,,17,3,,0,0.0,,0.06599999999999998,0.08199999999999999,8.955223880597014,5.970149253731343,1.5,4.893939393939394,5.6240000000000006,0.23214285714285715,0.21666666666666667,0.574468085106383,393.3333333333333,0.20529999999999998
1936S,1936,spring,大東京,11013872,近藤　久1936年 公式戦初出場,,7,16,10,2,1,1,0,0,3,1,1,5,2,0,1,0.0,0,,,0.2,0.467,0.3,0.767,0.2,2,0,1,7,16,10,1,1,0,1,0.467,0.3,5,,0,,3,0,,1,0.0,,0.09999999999999998,0.267,31.25,12.5,2.5,1.4,2.0860000000000003,0.25,0.6,1.0,567.0000000000001,0.28515
1936S,1936,spring,大東京,91093872,桜井　七之助1936年 公式戦初出場,,9,18,14,0,0,0,0,0,0,4,0,4,4,0,0,0.0,1,,,0.0,0.222,0.0,0.222,0.0,0,0,0,9,18,14,0,0,0,4,0.222,0.0,4,,0,,0,1,,0,0.0,,0.0,0.222,22.22222222222222,22.22222222222222,1.0,0.0,0.1279999999999999,0.0,0.35714285714285715,0.35714285714285715,222.0,0.0999
1936S,1936,spring,大東京,91493872,筒井　良武1936年 公式戦初出場,,8,27,22,2,2,0,0,0,2,1,0,3,4,0,2,0.0,1,,,0.091,0.2,0.091,0.29100000000000004,0.091,2,0,0,8,27,22,2,0,0,1,0.2,0.091,3,,0,,2,1,,2,0.0,,0.0,0.10900000000000001,11.11111111111111,14.814814814814813,0.75,0.4,0.20999999999999996,0.1111111111111111,0.18181818181818182,0.3,230.33333333333334,0.11275000000000002
1936S,1936,spring,大東京,61463872,外田　数正1936年 公式戦初出場,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,,0,,0,0,,0,0.0,,0.0,0.0,0.0,100.0,0.0,0.0,-0.098,nan,0.0,0.0,0.0,0.0
1936S,1936,spring,大東京,13113872,伴　吉夫1936年 公式戦初出場,,5,3,2,2,2,0,0,0,2,1,1,1,0,0,0,0.0,0,,,1.0,1.0,1.0,2.0,1.0,2,0,1,5,3,2,2,0,0,1,1.0,1.0,1,,0,,2,0,,0,0.0,,0.0,0.0,33.33333333333333,0.0,nan,2.0,1.33,1.0,0.5,nan,1333.3333333333333,0.7
1936S,1936,spring,大東京,73573872,水谷　則一1936年 公式戦初出場,,14,67,59,15,13,0,2,0,19,6,7,7,5,0,1,0.0,2,,,0.254,0.333,0.322,0.655,0.254,15,0,7,14,67,59,13,0,2,6,0.333,0.322,7,,0,,19,2,,1,0.0,,0.068,0.07900000000000001,10.44776119402985,7.462686567164178,1.4,6.333333333333333,6.938,0.2777777777777778,0.22033898305084745,0.6363636363636364,440.33333333333337,0.23035
1936S,1936,spring,大東京,23523872,村川　幸信1936年 公式戦初出場,,12,34,29,6,6,0,0,0,6,2,4,4,6,0,1,0.0,0,,,0.207,0.303,0.207,0.51,0.207,6,0,4,12,34,29,6,0,0,2,0.303,0.207,4,,0,,6,0,,1,0.0,,0.0,0.096,11.76470588235294,17.647058823529413,0.6666666666666666,1.8181818181818181,2.0660000000000003,0.2608695652173913,0.13793103448275862,0.43478260869565216,372.0,0.1881
